year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
4th Year,190af984f140,how it can be avoided in,How it can be avoided in 3,General Computer Science,4th-year.pdf,1,1859
4th Year,24e8429887e7,how it is configure,How it is configure?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4275
4th Year,45bed1fad51a,how it is helpful to boost the business through e commerce,How it is helpful to boost the business through e commerce?,General Computer Science,4th-year.pdf,1,3407
4th Year,4114fd3cec80,how it revoked,How it revoked?,Cryptography and Network Security,4th-year.pdf,1,2005
4th Year,67e0e66fc893,how ldap worked in active directory,How LDAP worked in Active Directory?,Operating Systems,4th-year.pdf,1,4236
4th Year,6d34e27686cd,how many,How many,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5426
4th Year,c02ffc74d181,how many bits are there in each of tag set and word fields of main,"How many bits are there in each of TAG, SET and WORD fields of main",M32) (320) HOT,4th-year.pdf,1,771
4th Year,3e563ba37577,how many bits are there in main memory address,How many bits are there in main memory address?,M32) (320) HOT,4th-year.pdf,1,767
4th Year,bdfe127bd8f7,how many independents,How many Independents?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5424
4th Year,d0556717a07d,how many republicans,How many Republicans?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5424
4th Year,08dfdabc8373,how many republicans were classified as belonging to the democratic party,How many Republicans were classified as belonging to the Democratic Party?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5426
4th Year,84a859d4562f,how many types of data dependencies are possible in a pipeline,How many types of data dependencies are possible in a pipeline?,M32) (320) HOT,4th-year.pdf,1,743
4th Year,99a41dcd3db1,how many ways we can do filtering,How many ways we can do filtering?,NFS ?,4th-year.pdf,1,4278
4th Year,114a418151ed,how mapping the data warehouse to a multiprocessor architecture is done,How mapping the data warehouse to a multiprocessor architecture is done?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4672
4th Year,7836dd840011,how nis is useful in local area network,10×2=20 How NIS is useful in local area network?,Computer Networks,4th-year.pdf,1,4223
4th Year,ce31440d757e,how registration and accredition in quality system is done,How registration and accredition in quality system is done?,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5692
4th Year,849020da9ef2,how srl,How srl,General Computer Science,4th-year.pdf,1,2494
4th Year,6b34c9a76c93,how tables are created in html,How tables are created in HTML?,Web Technology,4th-year.pdf,1,7409
4th Year,018d1d2914f4,how the messages are generated and transmitted in pretty good privacy protocol,How the messages are generated and transmitted in pretty good privacy (PGP) protocol?,General Computer Science,4th-year.pdf,1,2108
4th Year,48e26df980e0,how unix identifies a process,How UNIX identifies a process?,Operating Systems,4th-year.pdf,1,4229
4th Year,48e26df980e0,how unix identifies a process,How Unix identifies a process?,Operating Systems,4th-year.pdf,1,6410
4th Year,61cd0a0b7739,how using ajax the performance of the web page can be improved,How using AJAX the performance of the web page can be improved?,Web Technology,4th-year.pdf,1,7250
4th Year,db8ccde21a72,hybridization make sense,Hybridization Make Sense?,General Computer Science,4th-year.pdf,1,3030
4th Year,0feb8b0045eb,illustrate the architecture for multi threaded server,(b) Illustrate the architecture for multi threaded server?,(10X2=20),4th-year.pdf,1,5133
4th Year,f8d6b3be1d41,illustrate web usage mining web structure mining web content mining,"(b) Illustrate Web usage mining, Web Structure Mining, Web Content Mining?",Web Technology,4th-year.pdf,1,7344
4th Year,5b4009518b37,important,important?,10X2,4th-year.pdf,1,6450
4th Year,965ead3c2412,important elements of the certificate how is an x certificate revoked,important  elements of the certificate. How is an X.509 certificate revoked?,General Computer Science,4th-year.pdf,1,1902
4th Year,f7e7d4ae7e16,in cloud environments,in cloud environments?,Cloud Computing,4th-year.pdf,1,1676
4th Year,ba3714504b1a,in kernel development,in  kernel development?,Operating Systems,4th-year.pdf,1,1340
4th Year,5e2f2d74bf32,in maca,in MACA?,General Computer Science,4th-year.pdf,1,3650
4th Year,8b6d2a4eaab2,in the execution of a c program,in the execution of a C# program?,General Computer Science,4th-year.pdf,1,111
4th Year,0ad4892d1854,in unix systems,in  UNIX systems?,Operating Systems,4th-year.pdf,1,1363
4th Year,a4bcce34a3b6,in what situation does this,In what situation does this,General Computer Science,4th-year.pdf,1,3668
4th Year,5800c7c331e6,in what way it helps in finding the improvements in,In what way it helps in finding the improvements in,General Computer Science,4th-year.pdf,1,734
4th Year,27e54981ce0c,in which phase of data preprocessing,In which phase of data preprocessing,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,3338
4th Year,fb34b07a72f9,incremented what are the advantages of vector clocks over lamport clock,incremented. What are the advantages of Vector Clocks over Lamport Clock?,General Computer Science,4th-year.pdf,1,2449
4th Year,f27c9a2ec656,independents were classified as republicans,Independents were classified as Republicans?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5427
4th Year,3fb26a916cdb,is khz and the sampling frequency is khz what is the alias frequency,"is 5.5.kHz and the sampling frequency is 8 kHz, what is the alias frequency?",VO1230,4th-year.pdf,1,3892
4th Year,8006233c6507,is mba,is MBA (Market Basket Analysis)?,General Computer Science,4th-year.pdf,1,3407
4th Year,4ecba5e33a87,is this loop parallel justify,"Is this loop parallel, justify?",General Computer Science,4th-year.pdf,1,331
4th Year,6ac7026bcc63,is used in set,is used in SET?,BCST-802/BITT-802,4th-year.pdf,1,7140
4th Year,81ce0b28dc0d,justify your answer,Justify your answer.,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5235
4th Year,76f9c4f83295,kerberos,Kerberos,General Computer Science,4th-year.pdf,1,2084
4th Year,8088c1b3b60c,key management,Key Management,General Computer Science,4th-year.pdf,1,2086
4th Year,61a135089eac,ldap,LDAP?,LDAP?,4th-year.pdf,1,6451
4th Year,ba324ca7b1c7,linux,LINUX?,Operating Systems,4th-year.pdf,1,6633
4th Year,8beb75745eb4,list agreement and validity statements to,List Agreement and validity statements to,General Computer Science,4th-year.pdf,1,2506
4th Year,4e3da25a75e2,list all simple cycles from state diagram,List all simple cycles from state diagram.,General Computer Science,4th-year.pdf,1,397
4th Year,0828b5996fe5,list all the simple cycles from the state diagram bsoil,List all the simple cycles from the state diagram. bsoil,General Computer Science,4th-year.pdf,1,942
4th Year,529f84fb2194,list and briefly define the principle categories of set participants further briefly,List and briefly define the principle categories of SET participants. Further briefly,General Computer Science,4th-year.pdf,1,2337
4th Year,52fef6b2b163,list any functions of fmea and suggest a procedure for successful implementation of fmea program,List any 8 functions of FMEA and suggest a procedure for successful implementation of FMEA program.,General Computer Science,4th-year.pdf,1,4090
4th Year,a2abef1d1fb2,list explain any five standard internet protocols,"List & explain any five standard, internet protocols?",Web Technology,4th-year.pdf,1,7223
4th Year,2ffcb05ff84a,list explain various fields of the formats alondy,list. Explain various fields of the formats alondy,MB2) HOSTI,4th-year.pdf,1,2292
4th Year,eabdbbdbb23f,list the characteristics of distributed system,List the characteristics of distributed system?,Distributed Systems,4th-year.pdf,1,5068
4th Year,32e3096f96b1,list the characteristics of search engines recommended systems,List the characteristics of Search Engines & Recommended Systems?,Web Technology,4th-year.pdf,1,7266
4th Year,f0f4888b542e,list the important conditions to,List the important conditions to,General Computer Science,4th-year.pdf,1,4908
4th Year,868857f3316f,list the important conditions to be satisfied by lamport logical,List the important conditions to be satisfied by Lamport Logical,General Computer Science,4th-year.pdf,1,2427
4th Year,1eaaa8816a7e,list the main components of a biological neuron giving their functionality in brief with,"List the main components of a biological neuron, giving their functionality, in brief with",Soft Computing,4th-year.pdf,1,5959
4th Year,1f0e6d704050,many democrats are in the senate,many Democrats are in the Senate?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5424
4th Year,6dbf65cf2ac0,many distributed algorithms require the use of,Many distributed algorithms require the use of,Distributed Systems,4th-year.pdf,1,2480
4th Year,741062183dc3,marks c write a short note on xml,marks)  c) Write a short note on XML?,Web Technology,4th-year.pdf,1,153
4th Year,4a6e502435a2,mean by kernel,mean by kernel?,Operating Systems,4th-year.pdf,1,6844
4th Year,a955073d6d26,mechanism,mechanism?,General Computer Science,4th-year.pdf,1,7152
4th Year,81c5d49be950,memory,memory?,M32) (320) HOT,4th-year.pdf,1,773
4th Year,38b4be9d50d9,messages in transit,messages in transit ?,General Computer Science,4th-year.pdf,1,2435
4th Year,90b614f9cafc,method be appropriate in cloud migration,method  be appropriate in cloud migration?,Cloud Computing,4th-year.pdf,1,1654
4th Year,fbb9d89dfedb,method invocation,method invocation?,General Computer Science,4th-year.pdf,1,4969
4th Year,1e03a3994ac6,mobility,mobility?,General Computer Science,4th-year.pdf,1,3671
4th Year,55bba95ebb90,multimedia data,multimedia data?,5X4 20,4th-year.pdf,1,3776
4th Year,0088609bfa19,name a few with,Name a few with,General Computer Science,4th-year.pdf,1,2061
4th Year,a9bdad921e09,name two,Name two,General Computer Science,4th-year.pdf,1,2793
4th Year,095403b2b52a,narrowband and wideband models in wireless communication,narrowband and wideband models in wireless communication?,General Computer Science,4th-year.pdf,1,7560
4th Year,c112e88173d4,network,Network?,Computer Networks,4th-year.pdf,1,1507
4th Year,c7eb6d87e367,nfs,NFS ?,NFS ?,4th-year.pdf,1,4276
4th Year,01c89373637e,noin explain the concept of remote,noin Explain the concept of remote,General Computer Science,4th-year.pdf,1,2511
4th Year,c8e53bb5f14b,not noi sta what are schemas,not noi (a) sta What are schemas?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4654
4th Year,74f998818c5e,ns what is authoring tool,(d) ns What is authoring tool?,VO1230,4th-year.pdf,1,3838
4th Year,c371b8783ea2,objectives of byzantine agreement problem,objectives of Byzantine Agreement problem?,General Computer Science,4th-year.pdf,1,2858
4th Year,5c7891748520,of packet loss,of packet loss?,General Computer Science,4th-year.pdf,1,3668
4th Year,2869c1b25411,opensolaris how does it support system snapshots and rollback,OpenSolaris. How does it support system snapshots and  rollback?,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1300
4th Year,7cb06027e87e,organization,organization?,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,3992
4th Year,19de8c895aef,other two,other two?,ADVANCE COMPUTER ARCHITECTURE,4th-year.pdf,1,637
4th Year,b827778be310,overcome the limitations of client server programming,overcome the limitations of client- server programming?,General Computer Science,4th-year.pdf,1,3708
4th Year,8bffad98b39d,overcome the widening gap between cpu and main memory,overcome the widening gap between CPU and main  memory?,General Computer Science,4th-year.pdf,1,3233
4th Year,d344e8a5e5c0,partial classes and methods,Partial Classes and Methods.,General Computer Science,4th-year.pdf,1,92
4th Year,3d4fc376168c,passive and active security threats,passive and active security threats?,Cryptography and Network Security,4th-year.pdf,1,1976
4th Year,476ee0f6af1d,performance,performance?,General Computer Science,4th-year.pdf,1,736
4th Year,75dee5aacc62,performance matrices to judge the performance of distributed baludniemutual exclusion algorithm,performance matrices to judge the performance of distributed baludniemutual exclusion algorithm?,Distributed Systems,4th-year.pdf,1,2841
4th Year,40763e86fa58,pgp,PGP?,Cryptography and Network Security,4th-year.pdf,1,2018
4th Year,4cfa0531ec57,pipeline architecture processor performance,pipeline architecture & processor performance?,S4: X COS (Z),4th-year.pdf,1,230
4th Year,811dc89adfa6,pipeline processor,pipeline processor?,ADVANCE COMPUTER ARCHITECTURE,4th-year.pdf,1,646
4th Year,9431366f5c3d,powalio no stold how,powalio no stold how?,General Computer Science,4th-year.pdf,1,6472
4th Year,d0b5fd347939,procedure,procedure?,General Computer Science,4th-year.pdf,1,4971
4th Year,c2e2d6621334,process,process,Operating Systems,4th-year.pdf,1,4839
4th Year,b70bafe7ae74,process table,process table?,Operating Systems,4th-year.pdf,1,1266
4th Year,54dcb919e6c0,processing systems,processing systems?,General Computer Science,4th-year.pdf,1,4956
4th Year,7ec5d141cb5a,program data acc ss in memory hierarchy,program /data accèss in memory hierarchy?,S4: X COS (Z),4th-year.pdf,1,234
4th Year,6e9b4af64b7a,protocol,protocol?,General Computer Science,4th-year.pdf,1,4942
4th Year,e69010c6c491,protocols for ad hoc networks,protocols for Ad Hoc networks?,S0178,4th-year.pdf,1,572
4th Year,6f4231da653c,provide password security,provide password security?,General Computer Science,4th-year.pdf,1,6404
4th Year,f00db3ea3d16,remote procedure,remote procedure?,General Computer Science,4th-year.pdf,1,2513
4th Year,83a1fa79857d,representation of design variables in ga,(a) Representation of design variables in GA?,General Computer Science,4th-year.pdf,1,6340
4th Year,5190103f760a,routing algorithm what is destination based routing,routing algorithm. What is destination based routing?,General Computer Science,4th-year.pdf,1,2364
4th Year,3e628bd724c8,run level in unix o s,RUN Level in Unix O/S ?,Operating Systems,4th-year.pdf,1,4230
4th Year,a0f1490a20d0,s,S,General Computer Science,4th-year.pdf,1,4101
4th Year,999888ee3e48,scalability and column scalability,scalability and column scalability?,General Computer Science,4th-year.pdf,1,5491
4th Year,8eec7bc46180,security,security?,General Computer Science,4th-year.pdf,1,5038
4th Year,3b36fe2bfad2,segmentation and file i o,segmentation and  file I/O?,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1285
4th Year,3e7aaa79601a,services,services?,General Computer Science,4th-year.pdf,1,52
4th Year,9bd86125559a,services are provided by ipsec,services are provided by IPSec?,Cryptography and Network Security,4th-year.pdf,1,1863
4th Year,fcbdc4c271c8,session,session?,General Computer Science,4th-year.pdf,1,2345
4th Year,f7f6cd0b74ac,session key and a master key,session key and a master key?,Cryptography and Network Security,4th-year.pdf,1,2001
4th Year,74a81c1c5932,set operation of fuzzy set and their properties c what is membership function,"set, operation of fuzzy set and their properties. (10 marks)  c) What is membership function?",Soft Computing,4th-year.pdf,1,5869
4th Year,5da50fa1909f,shell and kernel,Shell and Kernel?,Operating Systems,4th-year.pdf,1,6424
4th Year,77cdf5eb693d,signature is generated before compression and encryption is applied after compression why,Signature is generated before compression and encryption is applied after compression. Why?,Cryptography and Network Security,4th-year.pdf,1,2312
4th Year,a8b41fd42137,simplified fuzzy artmap,Simplified fuzzy ARTMAP?,Soft Computing,4th-year.pdf,1,5885
4th Year,c099a42a5555,site,Site?,General Computer Science,4th-year.pdf,1,7291
4th Year,322de37e7033,solve the following,Solve the following,General Computer Science,4th-year.pdf,1,1935
4th Year,732975bf18a1,specify the reason,Specify the reason?,BCST-802/BITT-802,4th-year.pdf,1,7105
4th Year,4ae5388ab4dc,state and explain the encoding procedure,State and explain the encoding procedure,General Computer Science,4th-year.pdf,1,3934
4th Year,c8564d2ae640,state and prove chinese reminder theorem,State and prove Chinese Reminder Theorem?,General Computer Science,4th-year.pdf,1,2255
4th Year,a3cd81b8d5f0,state and prove fermat theorem what is euler phi function,State and prove Fermat theorem. What is Euler Phi function?,Cryptography and Network Security,4th-year.pdf,1,2238
4th Year,c7a8b8fa1180,state graph for binary multiplier control circuit and write the vhdl code for binary multiplier,state graph for binary multiplier control circuit and write the VHDL  code for 4 × 4 binary multiplier.,Computer Graphics,4th-year.pdf,1,4868
4th Year,7d1e89d85819,state rules for evaluating olap products developed by c f codd,State 12 rules for evaluating OLAP products developed by C.F Codd.,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4370
4th Year,ea084dbe4a12,state the algorithm for perceptron learning train a,State the algorithm for perceptron learning. Train a,General Computer Science,4th-year.pdf,1,6209
4th Year,7459800ecf8d,state the applications of artificial neural networks and explain any two in,State the applications of artificial neural networks and explain any two in,Soft Computing,4th-year.pdf,1,6099
4th Year,9e38b83eef37,state the training procedure of kohonen layer and grossberg layer in counter,State the training procedure of Kohonen layer and Grossberg layer in counter,General Computer Science,4th-year.pdf,1,6226
4th Year,d194691ca8a2,state the various learning rules in neural networks,State the various learning rules in neural networks.,Soft Computing,4th-year.pdf,1,6135
4th Year,297baf09f24a,storage applications,storage applications?,BCST-802/BITT-802,4th-year.pdf,1,7132
4th Year,d657f1933019,strategies in opensolaris and linux what roles do kmem and vmem play,strategies in OpenSolaris and Linux. What roles do kmem and vmem play?,Operating Systems,4th-year.pdf,1,1282
4th Year,5719ada9646e,such it is encountered,such it is encountered?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,3339
4th Year,9cbe7130743c,suggest methods to cope it explain chi square method to check,Suggest methods to cope it. (e) Explain chi square method to check,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,3339
4th Year,57cfc69bb074,summarize their,Summarize their,S1 X,4th-year.pdf,1,3227
4th Year,675acbec0f7b,support your answer with an example,Support your answer with an example.,General Computer Science,4th-year.pdf,1,736
4th Year,04e85d09dc46,synchronize the clocks in a distributed system,synchronize the clocks in a distributed system?,Distributed Systems,4th-year.pdf,1,2810
4th Year,317f1e761f2f,system,system?,General Computer Science,4th-year.pdf,1,4906
4th Year,317f1e761f2f,system,system?,General Computer Science,4th-year.pdf,1,522
4th Year,bc2eaa1c2e3c,system administrator,system administrator?,010X20-80T,4th-year.pdf,1,6436
4th Year,452e00457f63,system and how,system and how?,General Computer Science,4th-year.pdf,1,517
4th Year,36fbba7e1fe0,system what are the mechanisms for building of distributed file system,system. What are the mechanisms for building of distributed file system?,Distributed Systems,4th-year.pdf,1,2519
4th Year,8c583b83b41a,systems how can these challenges be mitigated,systems.  How can these challenges be mitigated?,Cloud Computing,4th-year.pdf,1,1729
4th Year,8472eb6c4603,take to perform instructions,take to perform 100 instructions?,General Computer Science,4th-year.pdf,1,521
4th Year,6c1b8e154585,tcs porquant for en nousexe brid evitobito odi sitra oled,TCS-702 porquant for en nousexe-brid 10880 evitobito odi Sitra oled?,S0178,4th-year.pdf,1,591
4th Year,c95ee47689a0,tech,TECH (SEMESTER-VII),B.TECH (SEMESTER-VII),4th-year.pdf,1,4305
4th Year,c95ee47689a0,tech,TECH (SEMESTER-VIII),B.TECH (SEMESTER-VIII),4th-year.pdf,1,2181
4th Year,c95ee47689a0,tech,TECH. (CSE) (SEMESTER-VII),B.TECH. (CSE) (SEMESTER-VII),4th-year.pdf,1,599
4th Year,c95ee47689a0,tech,TECH. (CSE/IT) (SEMESTER-VIII),B.TECH. (CSE/IT) (SEMESTER-VIII),4th-year.pdf,1,5050
4th Year,c95ee47689a0,tech,TECH. (Computer Science) (SEMESTER-VIII),General Computer Science,4th-year.pdf,1,7197
4th Year,c95ee47689a0,tech,TECH. (SEMESTER-VIII),B.TECH. (SEMESTER-VIII),4th-year.pdf,1,4879
4th Year,c95ee47689a0,tech,TECH.(CS/IT) (SEMESTER-VII),B.TECH.(CS/IT) (SEMESTER-VII),4th-year.pdf,1,6650
4th Year,c95ee47689a0,tech,Tech,NOTE:,4th-year.pdf,1,1101
4th Year,c95ee47689a0,tech,Tech,General Computer Science,4th-year.pdf,1,2384
4th Year,c95ee47689a0,tech,Tech.,CS-033,4th-year.pdf,1,3740
4th Year,c95ee47689a0,tech,Tech.,CS-42/TT-42,4th-year.pdf,1,3297
4th Year,c95ee47689a0,tech,Tech.,PAPER ID: 4097,4th-year.pdf,1,3964
4th Year,c95ee47689a0,tech,Tech.,TCS 089/TIT-802,4th-year.pdf,1,2030
4th Year,c95ee47689a0,tech,Tech.,General Computer Science,4th-year.pdf,1,4154
4th Year,c95ee47689a0,tech,Tech.,General Computer Science,4th-year.pdf,1,6372
4th Year,c95ee47689a0,tech,Tech.,General Computer Science,4th-year.pdf,1,3088
4th Year,c95ee47689a0,tech,Tech.,General Computer Science,4th-year.pdf,1,5196
4th Year,c95ee47689a0,tech,Tech.,General Computer Science,4th-year.pdf,1,3610
4th Year,c95ee47689a0,tech,Tech. (CSE) (SEMESTER-VIII),General Computer Science,4th-year.pdf,1,7367
4th Year,c95ee47689a0,tech,Tech. (SEMESTER-VIII),General Computer Science,4th-year.pdf,1,970
4th Year,57d2e60a0dba,tech data mining and data warehousing,"Tech (CSE/IT, 7th Semester) Data Mining and Data Warehousing",General Computer Science,4th-year.pdf,1,4507
4th Year,dab757902d84,tech soft computing,TECH (VII SEM) SOFT COMPUTING,Soft Computing,4th-year.pdf,1,6264
4th Year,b41c6aff6d5d,technique,technique?,General Computer Science,4th-year.pdf,1,2111
4th Year,b41c6aff6d5d,technique,technique?,ADVANCED COMPUTER ARCHITECTURE (TCS-702),4th-year.pdf,1,478
4th Year,d0975e67a95c,techniques,techniques?,General Computer Science,4th-year.pdf,1,6980
4th Year,56e6120618f2,terms of architecture and use cases where would you prefer one over the other,terms of architecture and use cases. Where would you prefer one  over the other?,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1253
4th Year,a5982254025b,the importance of thread pooling b what do you understand by ado net,the importance of thread pooling. (5 marks)  b) What do you understand by ADO.Net?,General Computer Science,4th-year.pdf,1,145
4th Year,162f28f7c1e5,the tree pruning,the tree pruning?,Data Structures,4th-year.pdf,1,4560
4th Year,e7a4425df4b6,their advantages,their  advantages?,General Computer Science,4th-year.pdf,1,1337
4th Year,9f4c9ed49c4e,they evolve from multics and mls,they  evolve from MULTICS and MLS?,General Computer Science,4th-year.pdf,1,1405
4th Year,91107f7c1e37,to executable and linkable files,to  executable and linkable files?,General Computer Science,4th-year.pdf,1,1332
4th Year,0284c6ac58cb,tools,tools?,010X20-80T,4th-year.pdf,1,6437
4th Year,3be8686e45b9,tracing capabilities,tracing  capabilities?,General Computer Science,4th-year.pdf,1,1366
4th Year,f5ad84358d90,training of neural network models,training of neural network models?,Computer Networks,4th-year.pdf,1,5988
4th Year,78f767ed3a52,types of attacks today,types of attacks today?,10X2,4th-year.pdf,1,1194
4th Year,28ca41a103cf,unix how does the x architecture help implement system calls,UNIX. How does the x86 architecture help implement system  calls?,Operating Systems,4th-year.pdf,1,1238
4th Year,09108b819018,using grid computing,using grid computing?,General Computer Science,4th-year.pdf,1,5023
4th Year,7acfa04d4495,using proc what optimizations would you include,using /proc.  What optimizations would you include?,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1276
4th Year,43aca25a7f27,utility to do ip filtering in linux,utility to do IP filtering in linux?,Computer Networks,4th-year.pdf,1,4279
4th Year,0fd7f5ae3046,view related to data warehouse,view related to data warehouse?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4326
4th Year,3d76dd34318f,viruses,Viruses,General Computer Science,4th-year.pdf,1,2169
4th Year,aff024fe4ab0,w,W,General Computer Science,4th-year.pdf,1,6472
4th Year,f016c8bfb1ca,what additional data mining techniques would you use and what algorithms would you use to implement them and why there is a hotel chain in the us having hotels spread over states there are two brand lines of hotels the primary line of hotels features larger than average room most of which are suites the target customers are business travelers and upscale vacationers the second line of hotel features competitive rates though with limited facilities the target customers,"What additional data mining techniques would you use and what algorithms would you use to implement them and why? There is a hotel chain in the US having 500 hotels spread over 40 states. There are two brand lines of hotels. The primary line of hotels features larger than average room, most of which are suites. The target customers are business travelers and upscale vacationers. The second line of hotel features competitive rates, though with limited facilities. The target customers",DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5328
4th Year,3a8b5782f96a,what are,What are,General Computer Science,4th-year.pdf,1,2486
4th Year,cc4c7e48213a,what are agreement and validity objective of byzantine agreement,What are agreement and validity objective of Byzantine agreement,General Computer Science,4th-year.pdf,1,4941
4th Year,c9f754fb72f9,what are agreement protocols,(d) What are Agreement protocols?,General Computer Science,4th-year.pdf,1,2853
4th Year,c9f754fb72f9,what are agreement protocols,What are agreement protocols?,General Computer Science,4th-year.pdf,1,4941
4th Year,ec3a535a7054,what are commit protocols,(c) What are Commit protocols?,General Computer Science,4th-year.pdf,1,2904
4th Year,7fd8d93dae63,what are confusion and diffusion properties of modern ciphers,(a) What are Confusion and Diffusion properties of Modern Ciphers?,BCST-802/BITT-802,4th-year.pdf,1,7103
4th Year,246f1ddb3ec4,what are device files raw and block files in unix o s,"What are Device files, Raw and Block files in Unix O/S ?",Operating Systems,4th-year.pdf,1,4242
4th Year,bb39e46799bd,what are differences,What are differences,General Computer Science,4th-year.pdf,1,4912
4th Year,7c85d0a53087,what are different,What are different,NFS ?,4th-year.pdf,1,4278
4th Year,4e4d95801bb3,what are different file system exist in unix,What are different file system exist in UNIX ?,Operating Systems,4th-year.pdf,1,4182
4th Year,dc173ad171d3,what are different kernel boot files,What are different Kernel boot files?,Operating Systems,4th-year.pdf,1,6401
4th Year,dc173ad171d3,what are different kernel boot files,What are different kernel boot files ?,Operating Systems,4th-year.pdf,1,4199
4th Year,f7eab6bc6f72,what are different maps used in nis,What are different maps used in NIS.,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4223
4th Year,f7eab6bc6f72,what are different maps used in nis,What are different maps used in NIS?,LDAP?,4th-year.pdf,1,6462
4th Year,b30add6093a6,what are different threats to web security,What are different threats to web security?,Web Technology,4th-year.pdf,1,2081
4th Year,8eb59a069dd3,what are different ways to configure ip accounting,What are different ways to configure IP accounting?,Computer Networks,4th-year.pdf,1,4244
4th Year,7a105a3e94ae,what are distributed systems,(b) What are distributed systems?,Distributed Systems,4th-year.pdf,1,2411
4th Year,295eceee755f,what are hidden node and exposed node problems in wireless lan,(a)(i)  What are hidden node and exposed node problems in wireless LAN?,General Computer Science,4th-year.pdf,1,3649
4th Year,05c839120d97,what are iso network management standards,(a) What are ISO Network Management Standards?,Computer Networks,4th-year.pdf,1,1077
4th Year,537cb501d57f,what are its components,What are its components?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4236
4th Year,a4d3af877867,what are lamport s logical clocks,What are Lamport's Logical Clocks?,General Computer Science,4th-year.pdf,1,2427
4th Year,8f5fe1cd5e02,what are locks,(b) What are Locks?,General Computer Science,4th-year.pdf,1,2901
4th Year,b8f852fb8049,what are main benefits of,What are main benefits of,General Computer Science,4th-year.pdf,1,5021
4th Year,c87377247ec0,what are schedulers,What are Schedulers?,General Computer Science,4th-year.pdf,1,6824
4th Year,90bbd58afa5e,what are shortcomings of ho ramamoorthys two phase algorithm for deadlock detection,What are shortcomings of Ho Ramamoorthys two phase algorithm for deadlock detection?,Distributed Systems,4th-year.pdf,1,2494
4th Year,bee827535312,what are significant advantages and limitation of distributed,What are significant advantages and limitation of distributed,Distributed Systems,4th-year.pdf,1,4905
4th Year,c18b30480beb,what are significant xor advantages and limitations of,What are significant 05-xor advantages and limitations of,Distributed Systems,4th-year.pdf,1,2411
4th Year,9800446fcba2,what are some general principles of network design,What are some general principles of network design?,Computer Networks,4th-year.pdf,1,1154
4th Year,ca3cc76cb3bb,what are some of the features available to you in a vlan implementation,What are some of the features available to you in a VLAN implementation?,10X2,4th-year.pdf,1,1179
4th Year,d900d2fca6bd,what are some of the issues you need to address in a mixed media environment such as mixing token ring and ethernet lans,"What are some of the issues you need to address in a mixed-media environment, (580) such as mixing Token Ring and Ethernet LANs?",Computer Networks,4th-year.pdf,1,1185
4th Year,fd812a6cff3c,what are some of the more prevalent,What are some of the more prevalent,10X2,4th-year.pdf,1,1192
4th Year,743ace1bddd0,what are the,What are the,General Computer Science,4th-year.pdf,1,2840
4th Year,971a5f80aa11,what are the advantages of mobile agent programming,What are the advantages of Mobile Agent programming?,Artificial Intelligence,4th-year.pdf,1,3707
4th Year,2f66fe885899,what are the advantages of xml over html,What are the advantages of XML over HTML?,Web Technology,4th-year.pdf,1,7442
4th Year,482fba44d23f,what are the applications of web technology in day to day life,What are the applications of Web Technology in day to day life?,Web Technology,4th-year.pdf,1,7413
4th Year,f288b8ecb6dc,what are the common methods to enable secure communication using,What are the common methods to enable secure communication using,General Computer Science,4th-year.pdf,1,2060
4th Year,bef99b2e455c,what are the data administration techniques,(c) What are the Data Administration Techniques?,WATAO,4th-year.pdf,1,4705
4th Year,1622423cdc7f,what are the dependences between s and s,What are the dependences between S1 and S2?,General Computer Science,4th-year.pdf,1,331
4th Year,8845d36bfe70,what are the design issues of network security,(a) What are the design issues of Network Security?,Cryptography and Network Security,4th-year.pdf,1,1030
